411,2019/12/31,c1,99,11000858
533,2020/01/02,c1,99,11000858
736,2020/01/09,c1,99,11000858
860,2020/01/13,c1,99,11000858
967,2020/01/15,c1,198,11000858
1062,2020/01/16,c1,198,11000858
1193,2020/01/20,c1,99,11000858
1244,2020/01/21,c1,99,11000858
1347,2020/01/22,c1,297,11000858
1376,2020/01/23,c1,495,11000858
1522,2020/01/27,c1,198,11000858
1588,2020/01/28,c1,297,11000858
1765,2020/01/30,c1,297,11000858
1845,2020/02/03,c1,99,11000858
1927,2020/02/04,c1,99,11000858
2021,2020/02/05,c1,99,11000858
2206,2020/02/10,c1,99,11000858
2288,2020/02/11,c1,198,11000858
2276,2020/02/12,c1,99,11000858
2355,2020/02/13,c1,99,11000858
2518,2020/02/18,c1,99,11000858
2568,2020/02/19,c1,99,11000858
2660,2020/02/20,c1,99,11000858
2758,2020/02/24,c1,99,11000858
