pri_key,dates,clients,orders,materials
507,2019/12/31,c5,147,11001186
773,2020/01/09,c5,42,11001186
47,2020/01/10,c5,147,11001186
2098,2020/02/06,c5,819,11001186
2651,2020/02/20,c5,2677,11001186
2722,2020/02/21,c5,315,11001186
