459,2019/12/31,c2,98,12404641
460,2019/12/31,c2,98,12404641
579,2020/01/03,c2,98,12404641
586,2020/01/03,c2,98,12404641
706,2020/01/08,c2,196,12404641
713,2020/01/08,c2,294,12404641
796,2020/01/10,c2,196,12404641
985,2020/01/15,c2,294,12404641
994,2020/01/15,c2,98,12404641
1021,2020/01/15,c2,196,12404641
1115,2020/01/17,c2,196,12404641
1239,2020/01/21,c2,98,12404641
1248,2020/01/21,c2,294,12404641
1255,2020/01/21,c2,196,12404641
1258,2020/01/21,c2,98,12404641
1435,2020/01/24,c2,98,12404641
1698,2020/01/29,c2,196,12404641
1709,2020/01/29,c2,294,12404641
1812,2020/01/31,c2,98,12404641
2006,2020/02/05,c2,196,12404641
2009,2020/02/05,c2,98,12404641
2011,2020/02/05,c2,98,12404641
2024,2020/02/05,c2,98,12404641
2040,2020/02/05,c2,98,12404641
2398,2020/02/14,c2,98,12404641
2453,2020/02/14,c2,98,12404641
2460,2020/02/14,c2,196,12404641
2572,2020/02/19,c2,98,12404641
2577,2020/02/19,c2,98,12404641
2580,2020/02/19,c2,294,12404641
2713,2020/02/21,c2,98,12404641
