936,1/14/2020,c7,198,11000858
1173,1/20/2020,c7,99,11000858
1231,1/21/2020,c7,99,11000858
1298,1/21/2020,c7,99,11000858
1579,1/27/2020,c7,99,11000858
1656,1/28/2020,c7,198,11000858
1702,1/29/2020,c7,99,11000858
410,12/31/2019,c7,99,11000858
465,12/31/2019,c7,99,11000858
55,12/5/2019,c7,99,11000858
59,12/5/2019,c7,198,11000858
34,2/10/2020,c7,297,11000858
2249,2/10/2020,c7,198,11000858
49,2/11/2020,c7,99,11000858
1302,2/11/2020,c7,297,11000858
145,2/12/2020,c7,99,11000858
1728,2/12/2020,c7,198,11000858
2231,2/12/2020,c7,297,11000858
2350,2/12/2020,c7,297,11000858
2585,2/19/2020,c7,99,11000858
1979,2/20/2020,c7,99,11000858
2669,2/20/2020,c7,99,11000858
2056,2/6/2020,c7,198,11000858
