73,2019/12/09,c6,198,12320619
77,2019/12/09,c6,132,12320619
102,2019/12/16,c6,396,12320619
105,2019/12/16,c6,198,12320619
109,2019/12/16,c6,132,12320619
841,2020/01/13,c6,396,12320619
844,2020/01/13,c6,264,12320619
859,2020/01/13,c6,66,12320619
882,2020/01/13,c6,330,12320619
1157,2020/01/20,c6,330,12320619
1189,2020/01/20,c6,198,12320619
1218,2020/01/20,c6,528,12320619
1515,2020/01/27,c6,1056,12320619
1518,2020/01/27,c6,66,12320619
1563,2020/01/27,c6,462,12320619
1842,2020/02/03,c6,132,12320619
1890,2020/02/03,c6,264,12320619
2199,2020/02/10,c6,132,12320619
2238,2020/02/10,c6,132,12320619
2472,2020/02/14,c6,264,12320619
2469,2020/02/15,c6,66,12320619
2479,2020/02/15,c6,264,12320619
2489,2020/02/17,c6,66,12320619
2502,2020/02/17,c6,132,12320619
