816,1/13/2020,c6,96,12222902
954,1/14/2020,c6,48,12222902
1027,1/16/2020,c6,96,12222902
1044,1/16/2020,c6,96,12222902
1175,1/21/2020,c6,96,12222902
637,1/6/2020,c6,48,12222902
677,1/7/2020,c6,48,12222902
696,1/7/2020,c6,144,12222902
113,12/16/2019,c6,96,12222902
122,12/17/2019,c6,48,12222902
2162,2/10/2020,c6,192,12222902
2182,2/10/2020,c6,96,12222902
2219,2/10/2020,c6,48,12222902
2233,2/10/2020,c6,144,12222902
2483,2/18/2020,c6,432,12222902
2501,2/18/2020,c6,48,12222902
2512,2/18/2020,c6,48,12222902
2588,2/19/2020,c6,48,12222902
1874,2/3/2020,c6,384,12222902
1955,2/4/2020,c6,288,12222902
1958,2/4/2020,c6,96,12222902
2065,2/6/2020,c6,48,12222902
