pri_key,dates,clients,orders,materials
62,2019/12/06,c7,98,12404641
127,2019/12/17,c7,392,12404641
697,2020/01/07,c7,150,12404641
747,2020/01/09,c7,98,12404641
934,2020/01/15,c7,200,12404641
1073,2020/01/16,c7,98,12404641
1303,2020/01/21,c7,300,12404641
1366,2020/01/23,c7,196,12404641
1780,2020/01/30,c7,196,12404641
1949,2020/02/04,c7,500,12404641
502,2020/02/06,c7,196,12404641
2240,2020/02/10,c7,98,12404641
2536,2020/02/18,c7,250,12404641
2681,2020/02/20,c7,196,12404641
