pri_key,dates,clients,orders,materials
446,2019/12/31,c10,231,12042081
726,2020/01/08,c10,252,12042081
953,2020/01/14,c10,346,12042081
1294,2020/01/21,c10,126,12042081
2320,2020/02/11,c10,126,12042081
2312,2020/02/12,c10,84,12042081
2416,2020/02/14,c10,63,12042081
28,2020/02/18,c10,252,12042081
2637,2020/02/19,c10,1407,12042081
