325,2019/12/27,c2,153,12293783
387,2019/12/31,c2,108,12293783
548,2020/01/02,c2,432,12293783
593,2020/01/03,c2,153,12293783
733,2020/01/08,c2,108,12293783
744,2020/01/09,c2,324,12293783
977,2020/01/15,c2,108,12293783
1039,2020/01/16,c2,108,12293783
1123,2020/01/17,c2,108,12293783
1335,2020/01/22,c2,108,12293783
1390,2020/01/23,c2,153,12293783
1451,2020/01/24,c2,324,12293783
1529,2020/01/27,c2,216,12293783
1714,2020/01/29,c2,216,12293783
1745,2020/01/30,c2,216,12293783
1975,2020/02/04,c2,90,12293783
2044,2020/02/05,c2,216,12293783
2184,2020/02/10,c2,216,12293783
2327,2020/02/12,c2,108,12293783
2389,2020/02/13,c2,108,12293783
2418,2020/02/14,c2,90,12293783
2677,2020/02/20,c2,108,12293783
2733,2020/02/21,c2,108,12293783
