86,2019/12/12,c3,84,11001186
7,2019/12/18,c3,315,11001186
136,2019/12/19,c3,63,11001186
171,2019/12/21,c3,63,11001186
330,2019/12/27,c3,336,11001186
339,2019/12/28,c3,126,11001186
511,2019/12/31,c3,157,11001186
602,2020/01/03,c3,63,11001186
600,2020/01/06,c3,63,11001186
1093,2020/01/17,c3,210,11001186
1353,2020/01/23,c3,84,11001186
1691,2020/01/29,c3,63,11001186
1738,2020/01/30,c3,84,11001186
110,2020/02/05,c3,84,11001186
2155,2020/02/10,c3,294,11001186
2262,2020/02/11,c3,63,11001186
2442,2020/02/14,c3,73,11001186
2631,2020/02/20,c3,126,11001186
2728,2020/02/21,c3,168,11001186
