pri_key,dates,clients,orders,materials
81,2019/12/10,c6,252,11001186
115,2019/12/16,c6,126,11001186
123,2019/12/17,c6,126,11001186
1409,2020/01/23,c6,63,11001186
1553,2020/01/27,c6,126,11001186
1623,2020/01/28,c6,94,11001186
1753,2020/01/30,c6,63,11001186
1883,2020/02/03,c6,126,11001186
1959,2020/02/04,c6,84,11001186
2220,2020/02/10,c6,84,11001186
