pri_key,dates,clients,orders,materials
84,2019/12/10,c6,297,11000858
124,2019/12/17,c6,99,11000858
1754,2020/01/30,c6,99,11000858
1884,2020/02/03,c6,99,11000858
2151,2020/02/10,c6,99,11000858
2589,2020/02/19,c6,99,11000858
2664,2020/02/20,c6,198,11000858
