175,2019/12/21,c4,1260,12321896
158,2019/12/21,c4,756,12321896
160,2019/12/21,c4,504,12321896
162,2019/12/21,c4,504,12321896
174,2019/12/21,c4,2520,12321896
191,2019/12/21,c4,756,12321896
177,2019/12/21,c4,756,12321896
179,2019/12/21,c4,252,12321896
181,2019/12/21,c4,2520,12321896
186,2019/12/21,c4,504,12321896
193,2019/12/21,c4,252,12321896
195,2019/12/21,c4,252,12321896
197,2019/12/21,c4,6300,12321896
200,2019/12/21,c4,504,12321896
202,2019/12/21,c4,756,12321896
206,2019/12/21,c4,504,12321896
208,2019/12/21,c4,1512,12321896
209,2019/12/21,c4,6300,12321896
231,2019/12/23,c4,1008,12321896
226,2019/12/23,c4,1764,12321896
336,2019/12/27,c4,252,12321896
319,2019/12/27,c4,252,12321896
334,2019/12/27,c4,756,12321896
680,2020/01/07,c4,252,12321896
803,2020/01/10,c4,1764,12321896
981,2020/01/15,c4,504,12321896
1162,2020/01/20,c4,252,12321896
1163,2020/01/20,c4,252,12321896
1198,2020/01/20,c4,1764,12321896
1199,2020/01/20,c4,1764,12321896
1224,2020/01/20,c4,1764,12321896
1225,2020/01/20,c4,1764,12321896
1226,2020/01/20,c4,2016,12321896
1227,2020/01/20,c4,2016,12321896
1381,2020/01/23,c4,1512,12321896
1404,2020/01/23,c4,504,12321896
1407,2020/01/24,c4,252,12321896
1519,2020/01/27,c4,252,12321896
1584,2020/01/28,c4,756,12321896
1639,2020/01/28,c4,252,12321896
3,2020/01/29,c4,504,12321896
1997,2020/02/04,c4,756,12321896
2033,2020/02/05,c4,504,12321896
