477,1/1/2020,c1,126,12042081
853,1/13/2020,c1,126,12042081
863,1/13/2020,c1,126,12042081
1015,1/15/2020,c1,630,12042081
1052,1/16/2020,c1,126,12042081
1065,1/16/2020,c1,126,12042081
535,1/2/2020,c1,126,12042081
1140,1/20/2020,c1,126,12042081
1196,1/20/2020,c1,252,12042081
1247,1/21/2020,c1,252,12042081
1334,1/22/2020,c1,756,12042081
1356,1/23/2020,c1,630,12042081
1370,1/23/2020,c1,504,12042081
1496,1/27/2020,c1,252,12042081
1524,1/27/2020,c1,126,12042081
1591,1/28/2020,c1,252,12042081
1760,1/30/2020,c1,504,12042081
1773,1/30/2020,c1,504,12042081
283,12/25/2019,c1,126,12042081
372,12/30/2019,c1,126,12042081
414,12/31/2019,c1,378,12042081
2159,2/10/2020,c1,126,12042081
2209,2/10/2020,c1,252,12042081
2291,2/11/2020,c1,252,12042081
2279,2/12/2020,c1,126,12042081
2354,2/13/2020,c1,126,12042081
2358,2/13/2020,c1,252,12042081
2570,2/19/2020,c1,252,12042081
2642,2/20/2020,c1,126,12042081
2761,2/24/2020,c1,126,12042081
2023,2/5/2020,c1,252,12042081
2054,2/6/2020,c1,126,12042081
