87,2019/12/12,c3,84,12042081
4,2019/12/18,c3,189,12042081
172,2019/12/21,c3,63,12042081
272,2019/12/24,c3,63,12042081
331,2019/12/27,c3,252,12042081
338,2019/12/28,c3,63,12042081
512,2019/12/31,c3,126,12042081
598,2020/01/06,c3,63,12042081
88,2020/01/15,c3,84,12042081
1094,2020/01/17,c3,73,12042081
1351,2020/01/23,c3,84,12042081
1462,2020/01/25,c3,63,12042081
1767,2020/01/30,c3,105,12042081
1899,2020/02/04,c3,63,12042081
111,2020/02/05,c3,84,12042081
2085,2020/02/06,c3,84,12042081
2156,2020/02/10,c3,73,12042081
2330,2020/02/12,c3,63,12042081
2346,2020/02/13,c3,63,12042081
2443,2020/02/14,c3,73,12042081
2629,2020/02/20,c3,126,12042081
2727,2020/02/21,c3,168,12042081
