pri_key,dates,clients,orders,materials
735,2020/01/08,c10,143,11000851
949,2020/01/14,c10,506,11000851
1292,2020/01/21,c10,220,11000851
67,2020/02/05,c10,88,11000851
2318,2020/02/11,c10,220,11000851
2414,2020/02/14,c10,33,11000851
26,2020/02/18,c10,220,11000851
2627,2020/02/19,c10,682,11000851
