845,1/13/2020,c7,24,12222902
937,1/14/2020,c7,288,12222902
941,1/14/2020,c7,48,12222902
1559,1/27/2020,c7,192,12222902
1578,1/27/2020,c7,264,12222902
1803,1/31/2020,c7,72,12222902
644,1/7/2020,c7,48,12222902
738,1/9/2020,c7,48,12222902
755,1/9/2020,c7,168,12222902
50,12/5/2019,c7,120,12222902
51,12/5/2019,c7,72,12222902
60,12/5/2019,c7,120,12222902
2516,2/18/2020,c7,360,12222902
2579,2/19/2020,c7,120,12222902
2622,2/20/2020,c7,120,12222902
2623,2/20/2020,c7,120,12222902
1836,2/3/2020,c7,216,12222902
1990,2/4/2020,c7,24,12222902
