225,2019/12/23,c8,528,12320618
266,2019/12/24,c8,330,12320618
288,2019/12/27,c8,132,12320618
454,2019/12/31,c8,132,12320618
1013,2020/01/15,c8,528,12320618
1055,2020/01/16,c8,528,12320618
1119,2020/01/17,c8,528,12320618
1166,2020/01/20,c8,528,12320618
1237,2020/01/21,c8,396,12320618
1421,2020/01/24,c8,396,12320618
1480,2020/01/27,c8,330,12320618
1574,2020/01/28,c8,264,12320618
2048,2020/02/06,c8,264,12320618
2213,2020/02/10,c8,396,12320618
2432,2020/02/14,c8,396,12320618
2635,2020/02/20,c8,1056,12320618
2692,2020/02/21,c8,396,12320618
