6,2019/12/18,c3,396,11000858
135,2019/12/19,c3,44,11000858
271,2019/12/24,c3,22,11000858
329,2019/12/27,c3,198,11000858
513,2019/12/31,c3,115,11000858
574,2020/01/03,c3,11,11000858
1092,2020/01/17,c3,176,11000858
1169,2020/01/20,c3,99,11000858
1167,2020/01/21,c3,11,11000858
1461,2020/01/25,c3,11,11000858
1689,2020/01/29,c3,11,11000858
1768,2020/01/30,c3,99,11000858
1809,2020/01/31,c3,22,11000858
2084,2020/02/06,c3,99,11000858
765,2020/02/10,c3,33,11000858
2260,2020/02/11,c3,22,11000858
2331,2020/02/12,c3,22,11000858
2441,2020/02/14,c3,99,11000858
2630,2020/02/20,c3,99,11000858
2725,2020/02/21,c3,99,11000858
