793,1/10/2020,c10,198,12271469
800,1/10/2020,c10,396,12271469
836,1/13/2020,c10,66,12271469
1394,1/23/2020,c10,132,12271469
1555,1/27/2020,c10,198,12271469
595,1/3/2020,c10,396,12271469
606,1/3/2020,c10,264,12271469
1783,1/30/2020,c10,132,12271469
750,1/9/2020,c10,462,12271469
153,12/19/2019,c10,528,12271469
156,12/19/2019,c10,264,12271469
426,12/30/2019,c10,264,12271469
2241,2/11/2020,c10,1122,12271469
2247,2/11/2020,c10,990,12271469
2268,2/11/2020,c10,150,12271469
2481,2/17/2020,c10,594,12271469
2496,2/17/2020,c10,528,12271469
1870,2/3/2020,c10,198,12271469
1932,2/3/2020,c10,1320,12271469
