pri_key,dates,clients,orders,materials
931,2020/01/14,c5,39,12246740
1278,2020/01/21,c5,71,12246740
1593,2020/01/28,c5,58,12246740
40,2020/01/29,c5,142,12246740
31,2020/02/18,c5,26,12246740
