pri_key,dates,clients,orders,materials
154,2019/12/19,c10,240,12293768
607,2020/01/03,c10,120,12293768
802,2020/01/10,c10,120,12293768
892,2020/01/13,c10,160,12293768
1400,2020/01/23,c10,90,12293768
1557,2020/01/27,c10,80,12293768
2300,2020/02/11,c10,80,12293768
2359,2020/02/13,c10,10,12293768
2497,2020/02/17,c10,80,12293768
