91,2019/12/13,c5,66,11000851
93,2019/12/13,c5,88,11000851
98,2019/12/13,c5,396,11000851
270,2019/12/24,c5,33,11000851
373,2019/12/31,c5,110,11000851
509,2019/12/31,c5,440,11000851
543,2020/01/02,c5,198,11000851
553,2020/01/02,c5,220,11000851
556,2020/01/02,c5,88,11000851
560,2020/01/02,c5,440,11000851
616,2020/01/06,c5,110,11000851
1100,2020/01/17,c5,55,11000851
1107,2020/01/17,c5,44,11000851
1129,2020/01/17,c5,275,11000851
1260,2020/01/21,c5,110,11000851
1287,2020/01/21,c5,253,11000851
1305,2020/01/22,c5,110,11000851
1893,2020/02/04,c5,110,11000851
2081,2020/02/06,c5,132,11000851
2099,2020/02/06,c5,242,11000851
2103,2020/02/06,c5,627,11000851
2342,2020/02/13,c5,110,11000851
2653,2020/02/21,c5,88,11000851
2737,2020/02/21,c5,286,11000851
