pri_key,dates,clients,orders,materials
344,2019/12/27,c6,54,12293783
389,2019/12/31,c6,108,12293783
21,2020/01/14,c6,108,12293783
1136,2020/01/20,c6,54,12293783
1582,2020/01/28,c6,216,12293783
1026,2020/02/03,c6,54,12293783
1964,2020/02/04,c6,324,12293783
2168,2020/02/10,c6,108,12293783
2395,2020/02/14,c6,54,12293783
2499,2020/02/18,c6,108,12293783
