pri_key,dates,clients,orders,materials
56,2019/12/05,c7,252,12042081
1295,2020/01/21,c7,126,12042081
1374,2020/01/23,c7,252,12042081
1560,2020/01/27,c7,126,12042081
1653,2020/01/28,c7,252,12042081
1700,2020/01/29,c7,252,12042081
1804,2020/01/31,c7,126,12042081
2057,2020/02/06,c7,378,12042081
37,2020/02/10,c7,378,12042081
2582,2020/02/19,c7,252,12042081
2666,2020/02/20,c7,189,12042081
