129,2019/12/18,c3,20,12293768
215,2019/12/22,c3,110,12293768
228,2019/12/23,c3,90,12293768
246,2019/12/24,c3,40,12293768
379,2019/12/29,c3,160,12293768
353,2019/12/30,c3,20,12293768
496,2019/12/31,c3,45,12293768
568,2020/01/03,c3,80,12293768
688,2020/01/07,c3,45,12293768
826,2020/01/13,c3,300,12293768
1001,2020/01/15,c3,115,12293768
1176,2020/01/20,c3,240,12293768
1345,2020/01/22,c3,75,12293768
1498,2020/01/27,c3,130,12293768
1664,2020/01/29,c3,45,12293768
1826,2020/01/31,c3,70,12293768
1895,2020/02/03,c3,80,12293768
2002,2020/02/05,c3,120,12293768
2071,2020/02/06,c3,140,12293768
2117,2020/02/07,c3,55,12293768
2309,2020/02/13,c3,70,12293768
2422,2020/02/14,c3,50,12293768
