214,2019/12/23,c2,126,12042081
238,2019/12/23,c2,126,12042081
428,2019/12/30,c2,126,12042081
442,2019/12/30,c2,252,12042081
626,2020/01/06,c2,252,12042081
830,2020/01/13,c2,126,12042081
1066,2020/01/16,c2,126,12042081
1202,2020/01/20,c2,126,12042081
1456,2020/01/24,c2,252,12042081
1469,2020/01/27,c2,126,12042081
1744,2020/01/30,c2,126,12042081
1776,2020/01/30,c2,126,12042081
1867,2020/02/03,c2,252,12042081
1906,2020/02/03,c2,252,12042081
2302,2020/02/12,c2,126,12042081
2336,2020/02/12,c2,126,12042081
2384,2020/02/13,c2,126,12042081
2458,2020/02/14,c2,126,12042081
2591,2020/02/19,c2,84,12042081
2617,2020/02/20,c2,84,12042081
