298,2019/12/27,c2,198,12271469
311,2019/12/27,c2,396,12271469
326,2019/12/27,c2,132,12271469
388,2019/12/31,c2,594,12271469
423,2019/12/31,c2,66,12271469
549,2020/01/02,c2,264,12271469
591,2020/01/03,c2,132,12271469
742,2020/01/09,c2,792,12271469
978,2020/01/15,c2,264,12271469
1029,2020/01/16,c2,66,12271469
1042,2020/01/16,c2,1056,12271469
1121,2020/01/17,c2,858,12271469
1337,2020/01/22,c2,1056,12271469
1360,2020/01/23,c2,462,12271469
1392,2020/01/23,c2,198,12271469
1429,2020/01/24,c2,66,12271469
1448,2020/01/24,c2,594,12271469
1531,2020/01/27,c2,660,12271469
1715,2020/01/29,c2,594,12271469
1748,2020/01/30,c2,198,12271469
1820,2020/01/31,c2,132,12271469
1972,2020/02/04,c2,66,12271469
2043,2020/02/05,c2,1452,12271469
2129,2020/02/07,c2,132,12271469
2185,2020/02/10,c2,990,12271469
2328,2020/02/12,c2,1518,12271469
2390,2020/02/13,c2,990,12271469
2417,2020/02/14,c2,198,12271469
2513,2020/02/18,c2,198,12271469
2679,2020/02/20,c2,528,12271469
2695,2020/02/21,c2,66,12271469
2731,2020/02/21,c2,726,12271469
