126,2019/12/17,c10,144,12222902
244,2019/12/23,c10,48,12222902
424,2019/12/31,c10,144,12222902
447,2019/12/31,c10,144,12222902
528,2019/12/31,c10,96,12222902
721,2020/01/08,c10,96,12222902
722,2020/01/08,c10,240,12222902
901,2020/01/14,c10,144,12222902
960,2020/01/14,c10,96,12222902
1222,2020/01/21,c10,48,12222902
1288,2020/01/21,c10,192,12222902
43,2020/02/05,c10,48,12222902
2314,2020/02/11,c10,144,12222902
2313,2020/02/12,c10,48,12222902
2429,2020/02/14,c10,240,12222902
2638,2020/02/19,c10,48,12222902
435,2020/02/20,c10,96,12222902
