pri_key,dates,materials,orders
160,2019/12/21,12321896,227052
231,2019/12/23,12321896,1386
334,2019/12/27,12321896,1260
680,2020/01/07,12321896,252
803,2020/01/10,12321896,1764
981,2020/01/15,12321896,504
1163,2020/01/20,12321896,40572
1404,2020/01/23,12321896,1008
1407,2020/01/24,12321896,252
1519,2020/01/27,12321896,252
1639,2020/01/28,12321896,504
3,2020/01/29,12321896,504
1997,2020/02/04,12321896,756
2033,2020/02/05,12321896,504
