36,1/14/2020,c5,216,12293783
906,1/14/2020,c5,18,12293783
932,1/14/2020,c5,216,12293783
561,1/2/2020,c5,216,12293783
1299,1/21/2020,c5,90,12293783
1570,1/28/2020,c5,324,12293783
1592,1/28/2020,c5,36,12293783
1643,1/28/2020,c5,216,12293783
645,1/7/2020,c5,216,12293783
689,1/7/2020,c5,216,12293783
2550,2/18/2020,c5,18,12293783
2742,2/21/2020,c5,216,12293783
1910,2/4/2020,c5,432,12293783
1938,2/4/2020,c5,18,12293783
1941,2/4/2020,c5,324,12293783
42,2/7/2020,c5,108,12293783
2104,2/7/2020,c5,216,12293783
