pri_key,dates,clients,orders,materials
1279,2020/01/21,c7,80,12293768
1310,2020/01/22,c7,10,12293768
1644,2020/01/28,c7,240,12293768
1733,2020/01/29,c7,40,12293768
74,2020/02/03,c7,240,12293768
30,2020/02/05,c7,60,12293768
758,2020/02/11,c7,480,12293768
1550,2020/02/12,c7,40,12293768
2507,2020/02/18,c7,160,12293768
2599,2020/02/19,c7,10,12293768
