223,2019/12/23,c8,660,12320670
264,2019/12/24,c8,660,12320670
286,2019/12/27,c8,132,12320670
452,2019/12/31,c8,264,12320670
1011,2020/01/15,c8,792,12320670
1053,2020/01/16,c8,660,12320670
1117,2020/01/17,c8,924,12320670
1164,2020/01/20,c8,660,12320670
1235,2020/01/21,c8,660,12320670
1419,2020/01/24,c8,396,12320670
1478,2020/01/27,c8,330,12320670
1572,2020/01/28,c8,528,12320670
2047,2020/02/06,c8,528,12320670
2211,2020/02/10,c8,660,12320670
2430,2020/02/14,c8,528,12320670
2633,2020/02/20,c8,1452,12320670
2690,2020/02/21,c8,528,12320670
