398,2019/12/30,c1,132,12320619
466,2020/01/01,c1,132,12320619
529,2020/01/01,c1,132,12320619
618,2020/01/06,c1,132,12320619
718,2020/01/08,c1,66,12320619
729,2020/01/08,c1,132,12320619
854,2020/01/13,c1,132,12320619
868,2020/01/13,c1,132,12320619
970,2020/01/15,c1,264,12320619
1007,2020/01/15,c1,132,12320619
1159,2020/01/20,c1,132,12320619
1306,2020/01/22,c1,66,12320619
1339,2020/01/22,c1,132,12320619
1489,2020/01/27,c1,132,12320619
1540,2020/01/27,c1,132,12320619
1667,2020/01/29,c1,132,12320619
1676,2020/01/29,c1,132,12320619
1859,2020/02/03,c1,132,12320619
1878,2020/02/03,c1,132,12320619
1993,2020/02/05,c1,264,12320619
1999,2020/02/05,c1,66,12320619
2191,2020/02/10,c1,132,12320619
2195,2020/02/10,c1,132,12320619
2296,2020/02/12,c1,264,12320619
2322,2020/02/12,c1,132,12320619
2563,2020/02/19,c1,132,12320619
2573,2020/02/19,c1,66,12320619
2753,2020/02/24,c1,132,12320619
